V160001,leftright,politicalinterest,politicalparticipation,TIPI_extraversion,TIPI_agreeableness,TIPI_conscientiousness,TIPI_emotionalstability,TIPI_openness,age,female,education,question,net_stats,clustering,giant component,disssortativity,k avg,k std,entropy,density
307,4.0,1.0,0.0,3.5,4.5,5.0,3.5,4.5,21.0,0.0,1,V161104_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
312,3.0,2.0,0.0,5.5,6.0,5.5,2.0,6.0,74.0,0.0,2,V161104_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
313,6.0,,0.0,,,,,,51.0,0.0,1,V161104_stats,"{'node_count': 9, 'edge_count': 9, 'clustering': 0.16666666666666666, 'giant component': 0.8888888888888888, 'disssortativity': 0.1333333333333339, 'k avg': 2.0, 'k std': 1.224744871391589, 'entropy': 0.7429626372333862, 'density': 0.25}",0.16666666666666666,0.8888888888888888,0.1333333333333339,2.0,1.224744871391589,0.7429626372333862,0.25
314,6.0,3.0,0.0,5.0,5.0,4.0,3.0,4.0,76.0,1.0,1,V161104_stats,"{'node_count': 9, 'edge_count': 8, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.7777777777777777, 'k std': 0.6666666666666666, 'entropy': 0.4570541985133103, 'density': 0.2222222222222222}",0.0,1.0,0.3333333333333333,1.7777777777777777,0.6666666666666666,0.4570541985133103,0.2222222222222222
316,6.0,3.0,0.0,3.5,6.5,7.0,2.0,5.5,60.0,,3,V161104_stats,"{'node_count': 37, 'edge_count': 40, 'clustering': 0.0, 'giant component': 0.8378378378378378, 'disssortativity': 0.1255822449538771, 'k avg': 2.1621621621621623, 'k std': 1.4436357172375875, 'entropy': 0.4158159755570637, 'density': 0.06006006006006006}",0.0,0.8378378378378378,0.1255822449538771,2.1621621621621623,1.4436357172375875,0.4158159755570637,0.06006006006006006
318,6.0,3.0,0.5,5.5,5.0,5.5,1.0,4.5,61.0,1.0,2,V161104_stats,"{'node_count': 9, 'edge_count': 8, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.2631578947368421, 'k avg': 1.7777777777777777, 'k std': 0.9718253158075502, 'entropy': 0.47075019703120186, 'density': 0.2222222222222222}",0.0,1.0,0.2631578947368421,1.7777777777777777,0.9718253158075502,0.47075019703120186,0.2222222222222222
319,1.0,2.0,0.5,7.0,4.5,7.0,1.5,7.0,48.0,1.0,3,V161104_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666666, 'k avg': 1.6, 'k std': 0.8944271909999159, 'entropy': 0.6378723516343402, 'density': 0.4}",0.0,1.0,0.6666666666666666,1.6,0.8944271909999159,0.6378723516343402,0.4
321,2.0,3.0,0.5,6.5,5.0,7.0,2.5,6.0,50.0,1.0,3,V161104_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
322,1.0,1.0,0.0,,,,,,36.0,1.0,1,V161104_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666666, 'k avg': 1.6, 'k std': 0.8944271909999159, 'entropy': 0.6378723516343402, 'density': 0.4}",0.0,1.0,0.6666666666666666,1.6,0.8944271909999159,0.6378723516343402,0.4
324,2.0,2.0,0.0,4.5,4.0,6.5,2.0,5.5,30.0,0.0,3,V161104_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
325,2.0,1.0,0.0,3.5,6.0,6.0,1.5,4.5,52.0,1.0,3,V161104_stats,"{'node_count': 26, 'edge_count': 30, 'clustering': 0.012087912087912088, 'giant component': 1.0, 'disssortativity': 0.1786811958647681, 'k avg': 2.3076923076923075, 'k std': 1.6916082470650413, 'entropy': 0.47137692469976167, 'density': 0.09230769230769231}",0.012087912087912088,1.0,0.1786811958647681,2.3076923076923075,1.6916082470650413,0.47137692469976167,0.09230769230769231
326,6.0,2.0,0.0,2.5,6.5,7.0,1.0,4.5,54.0,0.0,3,V161104_stats,"{'node_count': 6, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.6666666666666666, 'disssortativity': -0.0, 'k avg': 1.3333333333333333, 'k std': 0.5163977794943223, 'entropy': 0.38289400293653997, 'density': 0.26666666666666666}",0.0,0.6666666666666666,-0.0,1.3333333333333333,0.5163977794943223,0.38289400293653997,0.26666666666666666
327,6.0,3.0,0.5,5.0,6.5,7.0,1.5,6.0,70.0,0.0,3,V161104_stats,"{'node_count': 14, 'edge_count': 10, 'clustering': 0.0, 'giant component': 0.5714285714285714, 'disssortativity': 0.5405405405405403, 'k avg': 1.4285714285714286, 'k std': 0.8516306272526402, 'entropy': 0.48336248625233236, 'density': 0.10989010989010989}",0.0,0.5714285714285714,0.5405405405405403,1.4285714285714286,0.8516306272526402,0.48336248625233236,0.10989010989010989
328,4.0,2.0,0.0,6.0,5.0,7.0,2.0,6.0,81.0,1.0,2,V161104_stats,"{'node_count': 14, 'edge_count': 13, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.5628415300546462, 'k avg': 1.8571428571428572, 'k std': 1.027105182026191, 'entropy': 0.48252614058254606, 'density': 0.14285714285714285}",0.0,1.0,0.5628415300546462,1.8571428571428572,1.027105182026191,0.48252614058254606,0.14285714285714285
329,4.0,2.0,0.0,4.5,4.5,4.0,4.0,4.5,41.0,0.0,2,V161104_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666666, 'k avg': 1.6, 'k std': 0.8944271909999159, 'entropy': 0.6378723516343402, 'density': 0.4}",0.0,1.0,0.6666666666666666,1.6,0.8944271909999159,0.6378723516343402,0.4
331,2.0,,0.0,,,,,,45.0,1.0,3,V161104_stats,"{'node_count': 3, 'edge_count': 1, 'clustering': 0.0, 'giant component': 0.6666666666666666, 'disssortativity': 0, 'k avg': 0.6666666666666666, 'k std': 0.5773502691896258, 'entropy': 0.6293370420768268, 'density': 0.3333333333333333}",0.0,0.6666666666666666,0.0,0.6666666666666666,0.5773502691896258,0.6293370420768268,0.3333333333333333
332,6.0,1.0,0.0,4.0,5.5,7.0,2.0,2.0,46.0,0.0,2,V161104_stats,"{'node_count': 10, 'edge_count': 7, 'clustering': 0.0, 'giant component': 0.3, 'disssortativity': 0.34482758620689713, 'k avg': 1.4, 'k std': 1.07496769977314, 'entropy': 0.6192489934821152, 'density': 0.15555555555555556}",0.0,0.3,0.34482758620689713,1.4,1.07496769977314,0.6192489934821152,0.15555555555555556
334,0.0,2.0,0.0,6.0,3.5,5.5,5.0,4.0,59.0,1.0,1,V161104_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",0.0,1.0,0.3333333333333333,1.6,0.5477225575051661,0.45176138477252686,0.4
336,1.0,3.0,0.0,3.0,4.5,1.5,2.0,6.0,35.0,0.0,2,V161104_stats,"{'node_count': 8, 'edge_count': 6, 'clustering': 0.0, 'giant component': 0.875, 'disssortativity': 0.19999999999999687, 'k avg': 1.5, 'k std': 0.7559289460184544, 'entropy': 0.4648167290539554, 'density': 0.21428571428571427}",0.0,0.875,0.19999999999999687,1.5,0.7559289460184544,0.4648167290539554,0.21428571428571427
337,2.0,1.0,0.0,2.5,6.5,6.5,1.0,7.0,40.0,1.0,3,V161104_stats,"{'node_count': 12, 'edge_count': 12, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.2857142857142853, 'k avg': 2.0, 'k std': 1.044465935734187, 'entropy': 0.3540109307523893, 'density': 0.18181818181818182}",0.0,1.0,0.2857142857142853,2.0,1.044465935734187,0.3540109307523893,0.18181818181818182
338,2.0,1.0,0.5,7.0,6.5,7.0,2.0,6.0,55.0,1.0,3,V161104_stats,"{'node_count': 32, 'edge_count': 34, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.17491467576791814, 'k avg': 2.125, 'k std': 1.237844119635477, 'entropy': 0.41465370405617624, 'density': 0.06854838709677419}",0.0,1.0,0.17491467576791814,2.125,1.237844119635477,0.41465370405617624,0.06854838709677419
339,5.0,0.0,0.0,4.0,5.5,6.5,3.0,5.0,79.0,1.0,3,V161104_stats,"{'node_count': 8, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.625, 'disssortativity': 0.3157894736842116, 'k avg': 1.25, 'k std': 0.8864052604279183, 'entropy': 0.554287498166492, 'density': 0.17857142857142858}",0.0,0.625,0.3157894736842116,1.25,0.8864052604279183,0.554287498166492,0.17857142857142858
340,3.0,2.0,0.0,3.0,4.0,4.5,1.5,6.5,28.0,0.0,2,V161104_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666673, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",0.0,1.0,0.6666666666666673,1.6666666666666667,0.816496580927726,0.6084084955066061,0.3333333333333333
341,2.0,3.0,0.0,4.5,5.5,6.0,2.0,3.5,,0.0,2,V161104_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
342,3.0,,0.0,,,,,,56.0,1.0,2,V161104_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",0.0,1.0,0.3333333333333333,1.6,0.5477225575051661,0.45176138477252686,0.4
344,0.0,1.0,0.5,6.0,5.5,4.5,3.5,6.0,58.0,1.0,3,V161104_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
345,6.0,3.0,0.5,7.0,7.0,7.0,2.5,7.0,60.0,1.0,2,V161104_stats,"{'node_count': 12, 'edge_count': 10, 'clustering': 0.0, 'giant component': 0.75, 'disssortativity': 0.5440180586907444, 'k avg': 1.6666666666666667, 'k std': 1.3026778945578592, 'entropy': 0.5647157021865443, 'density': 0.15151515151515152}",0.0,0.75,0.5440180586907444,1.6666666666666667,1.3026778945578592,0.5647157021865443,0.15151515151515152
346,6.0,3.0,0.0,2.5,5.5,6.5,4.0,3.0,57.0,1.0,3,V161104_stats,"{'node_count': 8, 'edge_count': 7, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.5866666666666678, 'k avg': 1.75, 'k std': 1.3887301496588271, 'entropy': 0.4648167290539554, 'density': 0.25}",0.0,1.0,0.5866666666666678,1.75,1.3887301496588271,0.4648167290539554,0.25
348,6.0,3.0,0.0,5.0,5.0,6.5,3.0,4.0,87.0,0.0,2,V161104_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
350,2.0,2.0,0.0,5.5,4.5,6.0,3.5,6.0,59.0,1.0,3,V161104_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666666, 'k avg': 1.6, 'k std': 0.8944271909999159, 'entropy': 0.6378723516343402, 'density': 0.4}",0.0,1.0,0.6666666666666666,1.6,0.8944271909999159,0.6378723516343402,0.4
352,4.0,2.0,0.0,4.5,4.5,7.0,4.5,6.5,50.0,0.0,3,V161104_stats,"{'node_count': 8, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.375, 'disssortativity': 0.6666666666666693, 'k avg': 1.25, 'k std': 0.7071067811865476, 'entropy': 0.5030544319692167, 'density': 0.17857142857142858}",0.0,0.375,0.6666666666666693,1.25,0.7071067811865476,0.5030544319692167,0.17857142857142858
356,6.0,2.0,0.0,5.5,2.5,5.5,1.0,5.0,24.0,0.0,2,V161104_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
360,6.0,2.0,0.0,4.0,6.0,6.0,1.5,4.5,66.0,1.0,1,V161104_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
362,1.0,,0.0,,,,,,49.0,1.0,1,V161104_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
363,4.0,3.0,0.0,4.0,4.5,5.5,3.0,4.0,90.0,0.0,3,V161104_stats,"{'node_count': 10, 'edge_count': 8, 'clustering': 0.0, 'giant component': 0.4, 'disssortativity': 0.8064516129032258, 'k avg': 1.6, 'k std': 0.6992058987801011, 'entropy': 0.43850527956106355, 'density': 0.17777777777777778}",0.0,0.4,0.8064516129032258,1.6,0.6992058987801011,0.43850527956106355,0.17777777777777778
364,0.0,3.0,0.5,4.0,4.5,4.0,4.5,6.0,23.0,1.0,3,V161104_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
365,4.0,,0.0,,,,,,70.0,1.0,3,V161104_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
367,2.0,2.0,0.5,7.0,7.0,5.0,1.5,7.0,39.0,1.0,3,V161104_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
368,3.0,2.0,0.0,4.0,3.5,6.0,4.5,6.5,46.0,0.0,2,V161104_stats,"{'node_count': 10, 'edge_count': 10, 'clustering': 0.13333333333333336, 'giant component': 1.0, 'disssortativity': 0.11111111111111195, 'k avg': 2.0, 'k std': 1.1547005383792515, 'entropy': 0.49036821066210917, 'density': 0.2222222222222222}",0.13333333333333336,1.0,0.11111111111111195,2.0,1.1547005383792515,0.49036821066210917,0.2222222222222222
369,1.0,2.0,0.0,4.5,6.5,6.5,2.0,5.5,61.0,0.0,3,V161104_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",0.0,1.0,0.3333333333333333,1.6,0.5477225575051661,0.45176138477252686,0.4
370,0.0,2.0,0.0,5.5,6.5,7.0,3.5,6.5,40.0,1.0,2,V161104_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.7391304347826096, 'k avg': 1.6666666666666667, 'k std': 1.2110601416389966, 'entropy': 0.5218811676159854, 'density': 0.3333333333333333}",0.0,1.0,0.7391304347826096,1.6666666666666667,1.2110601416389966,0.5218811676159854,0.3333333333333333
371,5.0,3.0,0.0,1.5,4.0,3.0,2.5,6.5,40.0,0.0,3,V161104_stats,"{'node_count': 3, 'edge_count': 1, 'clustering': 0.0, 'giant component': 0.6666666666666666, 'disssortativity': 0, 'k avg': 0.6666666666666666, 'k std': 0.5773502691896258, 'entropy': 0.6293370420768268, 'density': 0.3333333333333333}",0.0,0.6666666666666666,0.0,0.6666666666666666,0.5773502691896258,0.6293370420768268,0.3333333333333333
372,1.0,2.0,0.0,4.5,4.5,7.0,2.0,6.5,31.0,1.0,3,V161104_stats,"{'node_count': 4, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.75, 'disssortativity': 1.0, 'k avg': 1.0, 'k std': 0.816496580927726, 'entropy': 0.8123743703410189, 'density': 0.3333333333333333}",0.0,0.75,1.0,1.0,0.816496580927726,0.8123743703410189,0.3333333333333333
378,5.0,2.0,0.0,3.0,5.5,7.0,1.5,5.5,34.0,0.0,3,V161104_stats,"{'node_count': 6, 'edge_count': 6, 'clustering': 0.27777777777777773, 'giant component': 1.0, 'disssortativity': 0.1999999999999993, 'k avg': 2.0, 'k std': 0.8944271909999159, 'entropy': 0.6608683322954306, 'density': 0.4}",0.27777777777777773,1.0,0.1999999999999993,2.0,0.8944271909999159,0.6608683322954306,0.4
379,2.0,3.0,1.0,3.0,5.5,6.0,2.5,6.5,36.0,0.0,3,V161104_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
380,4.0,3.0,0.0,7.0,6.5,4.5,2.0,4.0,41.0,0.0,3,V161104_stats,"{'node_count': 6, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.8333333333333334, 'disssortativity': 0.6666666666666666, 'k avg': 1.3333333333333333, 'k std': 1.0327955589886446, 'entropy': 0.7473956601860515, 'density': 0.26666666666666666}",0.0,0.8333333333333334,0.6666666666666666,1.3333333333333333,1.0327955589886446,0.7473956601860515,0.26666666666666666
381,0.0,3.0,0.5,5.0,5.0,6.0,2.5,5.5,58.0,1.0,3,V161104_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
382,5.0,2.0,0.0,2.5,6.0,5.5,3.5,4.0,21.0,0.0,1,V161104_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333326, 'k avg': 1.7142857142857142, 'k std': 0.7559289460184545, 'entropy': 0.5551006338670614, 'density': 0.2857142857142857}",0.0,1.0,0.3333333333333326,1.7142857142857142,0.7559289460184545,0.5551006338670614,0.2857142857142857
383,0.0,1.0,0.0,4.5,4.0,5.5,4.0,6.0,35.0,,3,V161104_stats,"{'node_count': 4, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.1951219512195119, 'k avg': 2.0, 'k std': 1.4142135623730951, 'entropy': 0.8123743703410189, 'density': 0.6666666666666666}",0.0,1.0,0.1951219512195119,2.0,1.4142135623730951,0.8123743703410189,0.6666666666666666
385,6.0,2.0,0.0,3.0,7.0,7.0,1.5,5.0,88.0,0.0,1,V161104_stats,"{'node_count': 15, 'edge_count': 14, 'clustering': 0.0, 'giant component': 0.5333333333333333, 'disssortativity': 0.17809439002671407, 'k avg': 1.8666666666666667, 'k std': 1.4074631010979934, 'entropy': 0.42353482489223265, 'density': 0.13333333333333333}",0.0,0.5333333333333333,0.17809439002671407,1.8666666666666667,1.4074631010979934,0.42353482489223265,0.13333333333333333
386,0.0,2.0,0.0,3.0,5.5,7.0,4.0,7.0,50.0,1.0,3,V161104_stats,"{'node_count': 29, 'edge_count': 36, 'clustering': 0.031034482758620686, 'giant component': 0.9655172413793104, 'disssortativity': 0.08888888888888916, 'k avg': 2.4827586206896552, 'k std': 1.6173322314224836, 'entropy': 0.5307026372459835, 'density': 0.08866995073891626}",0.031034482758620686,0.9655172413793104,0.08888888888888916,2.4827586206896552,1.6173322314224836,0.5307026372459835,0.08866995073891626
387,2.0,3.0,0.5,3.5,6.0,5.0,4.0,5.0,38.0,1.0,3,V161104_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
388,4.0,3.0,0.5,7.0,4.5,6.5,1.5,4.5,63.0,0.0,3,V161104_stats,"{'node_count': 9, 'edge_count': 7, 'clustering': 0.0, 'giant component': 0.4444444444444444, 'disssortativity': 0.7499999999999997, 'k avg': 1.5555555555555556, 'k std': 1.0137937550497034, 'entropy': 0.4140251236514826, 'density': 0.19444444444444445}",0.0,0.4444444444444444,0.7499999999999997,1.5555555555555556,1.0137937550497034,0.4140251236514826,0.19444444444444445
389,6.0,3.0,0.0,3.0,5.5,4.5,4.5,4.0,47.0,1.0,2,V161104_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
390,4.0,1.0,0.5,3.0,3.5,5.0,3.5,3.0,32.0,0.0,3,V161104_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666673, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",0.0,1.0,0.6666666666666673,1.6666666666666667,0.816496580927726,0.6084084955066061,0.3333333333333333
391,4.0,2.0,0.5,4.0,5.5,6.0,2.0,6.0,,0.0,3,V161104_stats,"{'node_count': 14, 'edge_count': 11, 'clustering': 0.0, 'giant component': 0.14285714285714285, 'disssortativity': 0.3368055555555561, 'k avg': 1.5714285714285714, 'k std': 1.0894095588038446, 'entropy': 0.33525884607699785, 'density': 0.12087912087912088}",0.0,0.14285714285714285,0.3368055555555561,1.5714285714285714,1.0894095588038446,0.33525884607699785,0.12087912087912088
392,6.0,2.0,0.5,3.5,7.0,7.0,1.0,5.5,59.0,1.0,1,V161104_stats,"{'node_count': 5, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.4, 'disssortativity': 0.4999999999999998, 'k avg': 1.2, 'k std': 0.4472135954999579, 'entropy': 0.3358968393604847, 'density': 0.3}",0.0,0.4,0.4999999999999998,1.2,0.4472135954999579,0.3358968393604847,0.3
394,2.0,2.0,0.0,5.0,4.5,5.0,3.5,4.0,37.0,1.0,2,V161104_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
396,6.0,2.0,0.0,5.0,6.5,6.0,3.0,6.0,48.0,1.0,3,V161104_stats,"{'node_count': 5, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -0.18181818181818196, 'k avg': 2.0, 'k std': 1.224744871391589, 'entropy': 0.7081187730841113, 'density': 0.5}",0.0,1.0,-0.18181818181818196,2.0,1.224744871391589,0.7081187730841113,0.5
400,5.0,2.0,0.0,3.0,5.0,5.0,2.0,3.5,26.0,0.0,2,V161104_stats,"{'node_count': 9, 'edge_count': 9, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.19277108433734955, 'k avg': 2.0, 'k std': 1.0, 'entropy': 0.5926751487873642, 'density': 0.25}",0.0,1.0,0.19277108433734955,2.0,1.0,0.5926751487873642,0.25
404,5.0,2.0,0.0,7.0,7.0,6.5,1.5,7.0,21.0,0.0,1,V161104_stats,"{'node_count': 13, 'edge_count': 13, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -0.057971014492752486, 'k avg': 2.0, 'k std': 0.7071067811865476, 'entropy': 0.41998010539481523, 'density': 0.16666666666666666}",0.0,1.0,-0.057971014492752486,2.0,0.7071067811865476,0.41998010539481523,0.16666666666666666
405,4.0,2.0,0.0,5.0,6.5,7.0,1.0,5.0,47.0,0.0,2,V161104_stats,"{'node_count': 6, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.13793103448275862, 'k avg': 2.0, 'k std': 1.5491933384829668, 'entropy': 0.6084084955066061, 'density': 0.4}",0.0,1.0,0.13793103448275862,2.0,1.5491933384829668,0.6084084955066061,0.4
406,1.0,2.0,0.5,4.0,6.5,5.0,2.0,5.5,52.0,1.0,2,V161104_stats,"{'node_count': 3, 'edge_count': 1, 'clustering': 0.0, 'giant component': 0.6666666666666666, 'disssortativity': 0, 'k avg': 0.6666666666666666, 'k std': 0.5773502691896258, 'entropy': 0.6293370420768268, 'density': 0.3333333333333333}",0.0,0.6666666666666666,0.0,0.6666666666666666,0.5773502691896258,0.6293370420768268,0.3333333333333333
408,2.0,2.0,0.0,1.0,6.5,5.0,3.0,5.0,35.0,0.0,3,V161104_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",0.0,1.0,1.0,1.5,1.0,0.4393743703526205,0.5
409,4.0,2.0,0.0,3.0,5.5,7.0,3.0,5.0,55.0,0.0,2,V161104_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",0.0,1.0,1.0,1.5,1.0,0.4393743703526205,0.5
410,2.0,2.0,0.0,6.0,7.0,7.0,1.0,7.0,61.0,1.0,3,V161104_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
